,date,reg,subject,period,macro_bhv,freq
1117,2019-07-12,1,Jawie,postgame,Individual,5
1118,2019-07-12,1,Karl,postgame,Individual,11
1119,2019-07-12,1,Locky,postgame,Individual,10
1120,2019-07-12,1,Locky,postgame,Public,4
1121,2019-07-12,1,Locky,postgame,Social,2
1122,2019-07-12,1,Popo,postgame,Individual,7
1123,2019-07-12,1,Popo,postgame,Ludic,1
1124,2019-07-12,1,Popo,postgame,Public,1
1125,2019-07-12,1,Popo,postgame,Social,7
1126,2019-07-12,1,Popo,postgame,Social-Ludic,1
1127,2019-07-12,1,Storma,postgame,Individual,22
1128,2019-07-12,1,Storma,postgame,Social,4
1129,2019-07-12,2,Hadia,postgame,Individual,8
1130,2019-07-12,2,Hadia,postgame,Ludic,1
1131,2019-07-12,2,Jawie,postgame,Individual,2
1132,2019-07-12,2,Jawie,postgame,Social,2
1133,2019-07-12,2,Karl,postgame,Individual,10
1134,2019-07-12,2,Locky,postgame,Individual,5
1135,2019-07-12,2,Locky,postgame,Ludic,2
1136,2019-07-12,2,Locky,postgame,Social,2
1137,2019-07-12,2,Popo,postgame,Individual,4
1138,2019-07-12,2,Popo,postgame,Ludic,5
1139,2019-07-12,2,Popo,postgame,Social,4
1140,2019-07-12,2,Storma,postgame,Individual,22
1141,2019-07-12,2,Storma,postgame,Social,7
1142,2019-07-12,2,Storma,postgame,Social-Ludic,1
1143,2019-07-16,1,Hadia,postgame,Individual,8
1144,2019-07-16,1,Hadia,postgame,Ludic,5
1145,2019-07-16,1,Hadia,postgame,Social,4
1146,2019-07-16,1,Jawie,postgame,Individual,11
1147,2019-07-16,1,Jawie,postgame,Social,2
1148,2019-07-16,1,Karl,postgame,Individual,1
1149,2019-07-16,1,Locky,postgame,Individual,12
1150,2019-07-16,1,Locky,postgame,Social,8
1151,2019-07-16,1,Popo,postgame,Individual,5
1152,2019-07-16,1,Popo,postgame,Ludic,2
1153,2019-07-16,1,Popo,postgame,Social,4
1154,2019-07-16,1,Popo,postgame,Social-Ludic,4
1155,2019-07-16,1,Storma,postgame,Agonistic,1
1156,2019-07-16,1,Storma,postgame,Individual,7
1157,2019-07-16,1,Storma,postgame,Social,13
1158,2019-07-16,2,Hadia,postgame,Individual,12
1159,2019-07-16,2,Hadia,postgame,Ludic,3
1160,2019-07-16,2,Hadia,postgame,Social,7
1161,2019-07-16,2,Hadia,postgame,Social-Ludic,1
1162,2019-07-16,2,Jawie,postgame,Individual,13
1163,2019-07-16,2,Jawie,postgame,Social,13
1164,2019-07-16,2,Karl,postgame,Individual,7
1165,2019-07-16,2,Locky,postgame,Individual,5
1166,2019-07-16,2,Locky,postgame,Social,5
1167,2019-07-16,2,Popo,postgame,Ludic,1
1168,2019-07-16,2,Popo,postgame,Social-Ludic,2
1169,2019-07-16,2,Storma,postgame,Individual,4
1170,2019-07-16,2,Storma,postgame,Ludic,1
1171,2019-07-16,2,Storma,postgame,Social,8
1172,2019-07-16,2,Storma,postgame,Social-Ludic,2
1173,2019-07-17,1,Hadia,postgame,Individual,8
1174,2019-07-17,1,Hadia,postgame,Ludic,3
1175,2019-07-17,1,Hadia,postgame,Social,5
1176,2019-07-17,1,Jawie,postgame,Individual,7
1177,2019-07-17,1,Jawie,postgame,Social,6
1178,2019-07-17,1,Karl,postgame,Individual,3
1179,2019-07-17,1,Locky,postgame,Individual,9
1180,2019-07-17,1,Locky,postgame,Social,11
1181,2019-07-17,1,Popo,postgame,Individual,16
1182,2019-07-17,1,Popo,postgame,Ludic,3
1183,2019-07-17,1,Popo,postgame,Social,6
1184,2019-07-17,1,Popo,postgame,Social-Ludic,2
1185,2019-07-17,1,Storma,postgame,Individual,9
1186,2019-07-17,1,Storma,postgame,Ludic,1
1187,2019-07-17,1,Storma,postgame,Social,2
1188,2019-07-17,2,Hadia,postgame,Individual,15
1189,2019-07-17,2,Hadia,postgame,Ludic,1
1190,2019-07-17,2,Hadia,postgame,Social,10
1191,2019-07-17,2,Jawie,postgame,Individual,27
1192,2019-07-17,2,Jawie,postgame,Social,10
1193,2019-07-17,2,Karl,postgame,Individual,2
1194,2019-07-17,2,Locky,postgame,Individual,8
1195,2019-07-17,2,Locky,postgame,Social,4
1196,2019-07-17,2,Popo,postgame,Individual,2
1197,2019-07-17,2,Popo,postgame,Social,6
1198,2019-07-17,2,Storma,postgame,Individual,21
1199,2019-07-17,2,Storma,postgame,Ludic,1
1200,2019-07-17,2,Storma,postgame,Social,7
1201,2019-07-18,1,Hadia,postgame,Individual,3
1202,2019-07-18,1,Hadia,postgame,Ludic,5
1203,2019-07-18,1,Hadia,postgame,Social,2
1204,2019-07-18,1,Hadia,postgame,Social-Ludic,4
1205,2019-07-18,1,Jawie,postgame,Individual,1
1206,2019-07-18,1,Karl,postgame,Individual,1
1207,2019-07-18,1,Locky,postgame,Individual,1
1208,2019-07-18,1,Locky,postgame,Social,1
1209,2019-07-18,1,Popo,postgame,Individual,12
1210,2019-07-18,1,Popo,postgame,Ludic,4
1211,2019-07-18,1,Popo,postgame,Social,5
1212,2019-07-18,1,Popo,postgame,Social-Ludic,1
1213,2019-07-18,1,Storma,postgame,Individual,2
1214,2019-07-18,2,Hadia,postgame,Individual,18
1215,2019-07-18,2,Hadia,postgame,Ludic,11
1216,2019-07-18,2,Jawie,postgame,Individual,21
1217,2019-07-18,2,Jawie,postgame,Social,2
1218,2019-07-18,2,Karl,postgame,Individual,9
1219,2019-07-18,2,Locky,postgame,Individual,8
1220,2019-07-18,2,Locky,postgame,Social,16
1221,2019-07-18,2,Popo,postgame,Individual,11
1222,2019-07-18,2,Popo,postgame,Ludic,3
1223,2019-07-18,2,Popo,postgame,Social,4
1224,2019-07-18,2,Popo,postgame,Social-Ludic,4
1225,2019-07-18,2,Storma,postgame,Individual,17
1226,2019-07-18,2,Storma,postgame,Ludic,6
1227,2019-07-18,2,Storma,postgame,Social,1
1228,2019-07-18,2,Storma,postgame,Social-Ludic,1
1229,2019-07-19,1,Hadia,postgame,Individual,11
1230,2019-07-19,1,Jawie,postgame,Individual,3
1231,2019-07-19,1,Karl,postgame,Individual,4
1232,2019-07-19,1,Locky,postgame,Social,1
1233,2019-07-19,1,Popo,postgame,Individual,10
1234,2019-07-19,1,Popo,postgame,Ludic,1
1235,2019-07-19,1,Popo,postgame,Social,6
1236,2019-07-19,1,Storma,postgame,Individual,19
1237,2019-07-19,2,Hadia,postgame,Individual,10
1238,2019-07-19,2,Hadia,postgame,Ludic,5
1239,2019-07-19,2,Hadia,postgame,Social,2
1240,2019-07-19,2,Jawie,postgame,Agonistic,1
1241,2019-07-19,2,Jawie,postgame,Individual,8
1242,2019-07-19,2,Jawie,postgame,Social,7
1243,2019-07-19,2,Karl,postgame,Individual,13
1244,2019-07-19,2,Locky,postgame,Individual,7
1245,2019-07-19,2,Locky,postgame,Ludic,1
1246,2019-07-19,2,Locky,postgame,Public,1
1247,2019-07-19,2,Locky,postgame,Social,2
1248,2019-07-19,2,Popo,postgame,Individual,5
1249,2019-07-19,2,Popo,postgame,Social,4
1250,2019-07-19,2,Storma,postgame,Individual,31
1251,2019-07-19,2,Storma,postgame,Ludic,1
1252,2019-07-19,2,Storma,postgame,Social,9
1253,2019-07-19,2,Storma,postgame,Social-Ludic,1
