,date,subject,period,reg,behavior,receptor,duration,bhv_category,macro_bhv,rel_duration
4450,2019-07-02,Storma,postgame,2,solj,['Locky'],1.0,social,Social,0.0018484288354898336
4451,2019-07-02,Storma,postgame,2,alogroo,['Locky'],151.0,social,Social,0.27911275415896486
4452,2019-07-02,Storma,postgame,2,cam,[],11.0,moving,Individual,0.02033271719038817
4453,2019-07-02,Storma,postgame,2,aprox,['Locky'],2.0,social,Social,0.0036968576709796672
4454,2019-07-02,Storma,postgame,2,alogroo,['Locky'],161.0,social,Social,0.2975970425138632
4455,2019-07-02,Storma,postgame,2,jun,['Locky'],9.0,social,Social,0.0166358595194085
4456,2019-07-02,Storma,postgame,2,ras,[],5.0,grooming,Individual,0.009242144177449169
4457,2019-07-02,Storma,postgame,2,jun,['Locky'],9.0,social,Social,0.0166358595194085
4458,2019-07-02,Storma,postgame,2,cam,[],4.0,moving,Individual,0.0073937153419593345
4459,2019-07-02,Storma,postgame,2,tum,[],14.0,resting,Individual,0.025878003696857672
4460,2019-07-02,Storma,postgame,2,ras,[],3.0,grooming,Individual,0.005545286506469501
4461,2019-07-02,Storma,postgame,2,tum,[],15.0,resting,Individual,0.027726432532347505
4462,2019-07-05,Storma,postgame,1,alogroo,['Locky'],13.0,social,Social,0.021666666666666667
4463,2019-07-05,Storma,postgame,1,jun,['Locky'],23.0,social,Social,0.03833333333333333
4464,2019-07-05,Storma,postgame,1,hur,[],6.0,grooming,Individual,0.01
4465,2019-07-05,Storma,postgame,1,jun,['Locky'],11.0,social,Social,0.018333333333333333
4466,2019-07-05,Storma,postgame,1,alogroo,['Locky'],62.0,social,Social,0.10333333333333333
4467,2019-07-05,Storma,postgame,1,jun,['Locky'],16.0,social,Social,0.02666666666666667
4468,2019-07-05,Storma,postgame,1,alogroo,['Locky'],120.0,social,Social,0.2
4469,2019-07-05,Storma,postgame,1,cam,[],8.0,moving,Individual,0.013333333333333334
4470,2019-07-05,Storma,postgame,1,jun,['Locky'],16.0,social,Social,0.02666666666666667
4471,2019-07-05,Storma,postgame,1,alogroo,['Locky'],62.0,social,Social,0.10333333333333333
4472,2019-07-05,Storma,postgame,1,jun,['Locky'],61.0,social,Social,0.10166666666666667
4473,2019-07-05,Storma,postgame,1,alogroo,['Locky'],52.0,social,Social,0.08666666666666667
4474,2019-07-05,Storma,postgame,1,ras,[],3.0,grooming,Individual,0.005
4475,2019-07-05,Storma,postgame,1,alogroo,['Locky'],105.0,social,Social,0.175
4476,2019-07-05,Storma,postgame,1,jun,['Locky'],27.0,social,Social,0.045
4477,2019-07-05,Storma,postgame,1,alogroo,['Locky'],15.0,social,Social,0.025
4478,2019-07-05,Storma,postgame,2,ins,[],41.0,exploring,Individual,0.06666666666666667
4479,2019-07-05,Storma,postgame,2,cam,[],8.0,moving,Individual,0.013008130081300813
4480,2019-07-05,Storma,postgame,2,ins,[],54.0,exploring,Individual,0.08780487804878048
4481,2019-07-05,Storma,postgame,2,cam,[],17.0,moving,Individual,0.027642276422764227
4482,2019-07-05,Storma,postgame,2,aprox,['Jawie'],2.0,social,Social,0.0032520325203252032
4483,2019-07-05,Storma,postgame,2,solj,['Jawie'],8.0,social,Social,0.013008130081300813
4484,2019-07-05,Storma,postgame,2,jun,['Jawie'],15.0,social,Social,0.024390243902439025
4485,2019-07-05,Storma,postgame,2,cam,[],6.0,moving,Individual,0.00975609756097561
4486,2019-07-05,Storma,postgame,2,ins,[],10.0,exploring,Individual,0.016260162601626018
4487,2019-07-05,Storma,postgame,2,alim,[],19.0,feeding,Individual,0.030894308943089432
4488,2019-07-05,Storma,postgame,2,cam,[],10.0,moving,Individual,0.016260162601626018
4489,2019-07-05,Storma,postgame,2,ins,[],34.0,exploring,Individual,0.055284552845528454
4490,2019-07-05,Storma,postgame,2,cam,[],5.0,moving,Individual,0.008130081300813009
4491,2019-07-05,Storma,postgame,2,lucha,['Popo'],11.0,social-playing,Social-Ludic,0.01788617886178862
4492,2019-07-05,Storma,postgame,2,sen,[],10.0,resting,Individual,0.016260162601626018
4493,2019-07-05,Storma,postgame,2,ins,[],97.0,exploring,Individual,0.15772357723577235
4494,2019-07-05,Storma,postgame,2,alim,[],38.0,feeding,Individual,0.061788617886178863
4495,2019-07-05,Storma,postgame,2,aprox,['Hadia'],3.0,social,Social,0.004878048780487805
4496,2019-07-05,Storma,postgame,2,jun,['Hadia'],11.0,social,Social,0.01788617886178862
4497,2019-07-05,Storma,postgame,2,alim,[],17.0,feeding,Individual,0.027642276422764227
4498,2019-07-05,Storma,postgame,2,ins,[],118.0,exploring,Individual,0.191869918699187
4499,2019-07-05,Storma,postgame,2,cam,[],2.0,moving,Individual,0.0032520325203252032
4500,2019-07-05,Storma,postgame,2,aprox,['Locky'],5.0,social,Social,0.008130081300813009
4501,2019-07-05,Storma,postgame,2,roba,['Locky'],31.0,,,0.05040650406504065
4502,2019-07-05,Storma,postgame,2,cam,[],11.0,moving,Individual,0.01788617886178862
4503,2019-07-05,Storma,postgame,2,tum,[],32.0,resting,Individual,0.05203252032520325
4504,2019-07-08,Storma,postgame,1,alim,[],20.0,feeding,Individual,0.03305785123966942
4505,2019-07-08,Storma,postgame,1,aprox,['Hadia'],2.0,social,Social,0.003305785123966942
4506,2019-07-08,Storma,postgame,1,jun,['Hadia'],18.0,social,Social,0.02975206611570248
4507,2019-07-08,Storma,postgame,1,cam,[],3.0,moving,Individual,0.0049586776859504135
4508,2019-07-08,Storma,postgame,1,alim,[],10.0,feeding,Individual,0.01652892561983471
4509,2019-07-08,Storma,postgame,1,roba,['Hadia'],3.0,,,0.0049586776859504135
4510,2019-07-08,Storma,postgame,1,alim,[],24.0,feeding,Individual,0.03966942148760331
4511,2019-07-08,Storma,postgame,1,cam,[],12.0,moving,Individual,0.019834710743801654
4512,2019-07-08,Storma,postgame,1,aprox,['Hadia'],5.0,social,Social,0.008264462809917356
4513,2019-07-08,Storma,postgame,1,jun,['Hadia'],20.0,social,Social,0.03305785123966942
4514,2019-07-08,Storma,postgame,1,alim,[],41.0,feeding,Individual,0.06776859504132231
4515,2019-07-08,Storma,postgame,1,forr,[],7.0,feeding,Individual,0.011570247933884297
4516,2019-07-08,Storma,postgame,1,alim,[],10.0,feeding,Individual,0.01652892561983471
4517,2019-07-08,Storma,postgame,1,cam,[],5.0,moving,Individual,0.008264462809917356
4518,2019-07-08,Storma,postgame,1,tum,[],15.0,resting,Individual,0.024793388429752067
4519,2019-07-08,Storma,postgame,1,ins,[],10.0,exploring,Individual,0.01652892561983471
4520,2019-07-08,Storma,postgame,1,sen,[],5.0,resting,Individual,0.008264462809917356
4521,2019-07-08,Storma,postgame,1,alim,[],63.0,feeding,Individual,0.10413223140495868
4522,2019-07-08,Storma,postgame,1,cam,[],15.0,moving,Individual,0.024793388429752067
4523,2019-07-08,Storma,postgame,1,alim,[],92.0,feeding,Individual,0.15206611570247933
4524,2019-07-08,Storma,postgame,1,cam,[],9.0,moving,Individual,0.01487603305785124
4525,2019-07-08,Storma,postgame,1,groo,[],16.0,grooming,Individual,0.026446280991735537
4526,2019-07-08,Storma,postgame,1,bra,[],3.0,moving,Individual,0.0049586776859504135
4527,2019-07-08,Storma,postgame,1,forr,[],5.0,feeding,Individual,0.008264462809917356
4528,2019-07-08,Storma,postgame,1,cam,[],7.0,moving,Individual,0.011570247933884297
4529,2019-07-08,Storma,postgame,1,sen,[],5.0,resting,Individual,0.008264462809917356
4530,2019-07-08,Storma,postgame,1,alim,[],52.0,feeding,Individual,0.0859504132231405
4531,2019-07-08,Storma,postgame,1,cam,[],36.0,moving,Individual,0.05950413223140496
4532,2019-07-08,Storma,postgame,1,alim,[],20.0,feeding,Individual,0.03305785123966942
4533,2019-07-08,Storma,postgame,1,cam,[],20.0,moving,Individual,0.03305785123966942
4534,2019-07-08,Storma,postgame,1,aprox,['Popo'],2.0,social,Social,0.003305785123966942
4535,2019-07-08,Storma,postgame,1,jun,['Popo'],16.0,social,Social,0.026446280991735537
4536,2019-07-08,Storma,postgame,1,ins,[],34.0,exploring,Individual,0.05619834710743802
4537,2019-07-08,Storma,postgame,2,jacrob,[],30.0,playing,Ludic,0.049586776859504134
4538,2019-07-08,Storma,postgame,2,jexp,[],50.0,playing,Ludic,0.08264462809917356
4539,2019-07-08,Storma,postgame,2,groo,[],30.0,grooming,Individual,0.049586776859504134
4540,2019-07-08,Storma,postgame,2,jacrob,[],2.0,playing,Ludic,0.003305785123966942
4541,2019-07-08,Storma,postgame,2,aprox,['Jawie'],2.0,social,Social,0.003305785123966942
4542,2019-07-08,Storma,postgame,2,alogroo,['Jawie'],212.0,social,Social,0.3504132231404959
4543,2019-07-08,Storma,postgame,2,cam,[],6.0,moving,Individual,0.009917355371900827
4544,2019-07-08,Storma,postgame,2,jacrob,[],14.0,playing,Ludic,0.023140495867768594
4545,2019-07-08,Storma,postgame,2,aprox,['Jawie'],5.0,social,Social,0.008264462809917356
4546,2019-07-08,Storma,postgame,2,alogroo,['Jawie'],34.0,social,Social,0.05619834710743802
4547,2019-07-08,Storma,postgame,2,groo,[],23.0,grooming,Individual,0.03801652892561983
4548,2019-07-08,Storma,postgame,2,tre,[],11.0,moving,Individual,0.01818181818181818
4549,2019-07-08,Storma,postgame,2,jacrob,[],22.0,playing,Ludic,0.03636363636363636
4550,2019-07-08,Storma,postgame,2,jun,['Jawie'],15.0,social,Social,0.024793388429752067
4551,2019-07-08,Storma,postgame,2,solj,['Jawie'],9.0,social,Social,0.01487603305785124
4552,2019-07-08,Storma,postgame,2,aprox,['Locky'],2.0,social,Social,0.003305785123966942
4553,2019-07-08,Storma,postgame,2,solj,['Locky'],6.0,social,Social,0.009917355371900827
4554,2019-07-08,Storma,postgame,2,aprox,['Popo'],3.0,social,Social,0.0049586776859504135
4555,2019-07-08,Storma,postgame,2,alogroo,['Popo'],35.0,social,Social,0.05785123966942149
4556,2019-07-08,Storma,postgame,2,jun,['Popo'],12.0,social,Social,0.019834710743801654
4557,2019-07-08,Storma,postgame,2,lucha,"['Popo', 'Hadia']",37.0,social-playing,Social-Ludic,0.06115702479338843
4558,2019-07-08,Storma,postgame,2,cam,[],9.0,moving,Individual,0.01487603305785124
4559,2019-07-08,Storma,postgame,2,ins,[],14.0,exploring,Individual,0.023140495867768594
4560,2019-07-08,Storma,postgame,2,alim,[],8.0,feeding,Individual,0.013223140495867768
4561,2019-07-08,Storma,postgame,2,cam,[],5.0,moving,Individual,0.008264462809917356
4562,2019-07-08,Storma,postgame,2,jun,['Jawie'],7.0,social,Social,0.011570247933884297
4563,2019-07-08,Storma,postgame,2,jacrob,[],2.0,playing,Ludic,0.003305785123966942
4564,2019-07-09,Storma,postgame,1,bra,[],19.0,moving,Individual,0.03140495867768595
4565,2019-07-09,Storma,postgame,1,cam,[],9.0,moving,Individual,0.01487603305785124
4566,2019-07-09,Storma,postgame,1,alim,[],11.0,feeding,Individual,0.01818181818181818
4567,2019-07-09,Storma,postgame,1,sen,[],45.0,resting,Individual,0.0743801652892562
4568,2019-07-09,Storma,postgame,1,cam,[],2.0,moving,Individual,0.003305785123966942
4569,2019-07-09,Storma,postgame,1,aprox,['Locky'],2.0,social,Social,0.003305785123966942
4570,2019-07-09,Storma,postgame,1,jun,['Locky'],28.0,social,Social,0.04628099173553719
4571,2019-07-09,Storma,postgame,1,aprox,"['Popo', 'Hadia']",2.0,social,Social,0.003305785123966942
4572,2019-07-09,Storma,postgame,1,jun,"['Popo', 'Hadia']",22.0,social,Social,0.03636363636363636
4573,2019-07-09,Storma,postgame,1,lucha,['Popo'],11.0,social-playing,Social-Ludic,0.01818181818181818
4574,2019-07-09,Storma,postgame,1,cam,[],2.0,moving,Individual,0.003305785123966942
4575,2019-07-09,Storma,postgame,1,tum,[],48.0,resting,Individual,0.07933884297520662
4576,2019-07-09,Storma,postgame,1,aprox,"['Popo', 'Hadia']",9.0,social,Social,0.01487603305785124
4577,2019-07-09,Storma,postgame,1,lucha,"['Popo', 'Hadia']",3.0,social-playing,Social-Ludic,0.0049586776859504135
4578,2019-07-09,Storma,postgame,1,sen,[],7.0,resting,Individual,0.011570247933884297
4579,2019-07-09,Storma,postgame,1,aprox,['Popo'],5.0,social,Social,0.008264462809917356
4580,2019-07-09,Storma,postgame,1,lucha,['Popo'],40.0,social-playing,Social-Ludic,0.06611570247933884
4581,2019-07-09,Storma,postgame,1,sen,[],8.0,resting,Individual,0.013223140495867768
4582,2019-07-09,Storma,postgame,1,alim,[],38.0,feeding,Individual,0.0628099173553719
4583,2019-07-09,Storma,postgame,1,cam,[],4.0,moving,Individual,0.006611570247933884
4584,2019-07-09,Storma,postgame,1,forr,[],12.0,feeding,Individual,0.019834710743801654
4585,2019-07-09,Storma,postgame,1,bra,[],2.0,moving,Individual,0.003305785123966942
4586,2019-07-09,Storma,postgame,1,lucha,"['Popo', 'Hadia']",26.0,social-playing,Social-Ludic,0.04297520661157025
4587,2019-07-09,Storma,postgame,1,jun,"['Popo', 'Hadia']",27.0,social,Social,0.04462809917355372
4588,2019-07-09,Storma,postgame,1,lucha,['Popo'],123.0,social-playing,Social-Ludic,0.20330578512396694
4589,2019-07-09,Storma,postgame,1,sen,[],11.0,resting,Individual,0.01818181818181818
4590,2019-07-09,Storma,postgame,1,bra,[],2.0,moving,Individual,0.003305785123966942
4591,2019-07-09,Storma,postgame,1,sen,[],22.0,resting,Individual,0.03636363636363636
4592,2019-07-09,Storma,postgame,1,aprox,['Popo'],2.0,social,Social,0.003305785123966942
4593,2019-07-09,Storma,postgame,1,lucha,['Popo'],44.0,social-playing,Social-Ludic,0.07272727272727272
4594,2019-07-09,Storma,postgame,1,sen,[],7.0,resting,Individual,0.011570247933884297
4595,2019-07-09,Storma,postgame,1,lucha,['Popo'],12.0,social-playing,Social-Ludic,0.019834710743801654
4596,2019-07-09,Storma,postgame,2,lucha,['Popo'],49.0,social-playing,Social-Ludic,0.0900735294117647
4597,2019-07-09,Storma,postgame,2,alogroo,['Popo'],10.0,social,Social,0.01838235294117647
4598,2019-07-09,Storma,postgame,2,lucha,['Popo'],11.0,social-playing,Social-Ludic,0.02022058823529412
4599,2019-07-09,Storma,postgame,2,cam,[],11.0,moving,Individual,0.02022058823529412
4600,2019-07-09,Storma,postgame,2,sen,[],12.0,resting,Individual,0.022058823529411766
4601,2019-07-09,Storma,postgame,2,cam,[],7.0,moving,Individual,0.012867647058823529
4602,2019-07-09,Storma,postgame,2,alim,[],72.0,feeding,Individual,0.1323529411764706
4603,2019-07-09,Storma,postgame,2,aprox,['Hadia'],5.0,social,Social,0.009191176470588236
4604,2019-07-09,Storma,postgame,2,jun,['Hadia'],8.0,social,Social,0.014705882352941176
4605,2019-07-09,Storma,postgame,2,alim,[],25.0,feeding,Individual,0.04595588235294118
4606,2019-07-09,Storma,postgame,2,cam,[],9.0,moving,Individual,0.016544117647058824
4607,2019-07-09,Storma,postgame,2,cuad,[],32.0,,,0.058823529411764705
4608,2019-07-09,Storma,postgame,2,sen,[],51.0,resting,Individual,0.09375
4609,2019-07-09,Storma,postgame,2,cam,[],10.0,moving,Individual,0.01838235294117647
4610,2019-07-09,Storma,postgame,2,forr,[],4.0,feeding,Individual,0.007352941176470588
4611,2019-07-09,Storma,postgame,2,cam,[],21.0,moving,Individual,0.03860294117647059
4612,2019-07-09,Storma,postgame,2,aprox,['Locky'],2.0,social,Social,0.003676470588235294
4613,2019-07-09,Storma,postgame,2,solj,['Locky'],2.0,social,Social,0.003676470588235294
4614,2019-07-09,Storma,postgame,2,jun,['Locky'],67.0,social,Social,0.12316176470588236
4615,2019-07-09,Storma,postgame,2,solj,['Locky'],15.0,social,Social,0.027573529411764705
4616,2019-07-09,Storma,postgame,2,jun,['Locky'],59.0,social,Social,0.10845588235294118
4617,2019-07-09,Storma,postgame,2,tre,[],3.0,moving,Individual,0.0055147058823529415
4618,2019-07-09,Storma,postgame,2,cam,[],6.0,moving,Individual,0.011029411764705883
4619,2019-07-09,Storma,postgame,2,alim,[],4.0,feeding,Individual,0.007352941176470588
4620,2019-07-09,Storma,postgame,2,ras,[],5.0,grooming,Individual,0.009191176470588236
4621,2019-07-09,Storma,postgame,2,alim,[],14.0,feeding,Individual,0.025735294117647058
4622,2019-07-09,Storma,postgame,2,ras,[],9.0,grooming,Individual,0.016544117647058824
4623,2019-07-09,Storma,postgame,2,alim,[],21.0,feeding,Individual,0.03860294117647059
4624,2019-07-11,Storma,postgame,1,alim,[],87.0,feeding,Individual,0.145
4625,2019-07-11,Storma,postgame,1,aprox,['Locky'],2.0,social,Social,0.0033333333333333335
4626,2019-07-11,Storma,postgame,1,solj,['Locky'],3.0,social,Social,0.005
4627,2019-07-11,Storma,postgame,1,jun,['Locky'],57.0,social,Social,0.095
4628,2019-07-11,Storma,postgame,1,jun,"['Locky', 'Popo']",46.0,social,Social,0.07666666666666666
4629,2019-07-11,Storma,postgame,1,cam,[],4.0,moving,Individual,0.006666666666666667
4630,2019-07-11,Storma,postgame,1,alim,[],27.0,feeding,Individual,0.045
4631,2019-07-11,Storma,postgame,1,cam,[],24.0,moving,Individual,0.04
4632,2019-07-11,Storma,postgame,1,sen,[],46.0,resting,Individual,0.07666666666666666
4633,2019-07-11,Storma,postgame,1,bra,[],4.0,moving,Individual,0.006666666666666667
4634,2019-07-11,Storma,postgame,1,cam,[],3.0,moving,Individual,0.005
4635,2019-07-11,Storma,postgame,1,tum,[],3.0,resting,Individual,0.005
4636,2019-07-11,Storma,postgame,1,forr,[],6.0,feeding,Individual,0.01
4637,2019-07-11,Storma,postgame,1,sen,[],31.0,resting,Individual,0.051666666666666666
4638,2019-07-11,Storma,postgame,1,cam,[],7.0,moving,Individual,0.011666666666666667
4639,2019-07-11,Storma,postgame,1,jacrob,[],6.0,playing,Ludic,0.01
4640,2019-07-11,Storma,postgame,1,sen,[],34.0,resting,Individual,0.056666666666666664
4641,2019-07-11,Storma,postgame,1,jexp,[],39.0,playing,Ludic,0.065
4642,2019-07-11,Storma,postgame,1,alim,[],20.0,feeding,Individual,0.03333333333333333
4643,2019-07-11,Storma,postgame,1,sen,[],12.0,resting,Individual,0.02
4644,2019-07-11,Storma,postgame,1,alim,[],17.0,feeding,Individual,0.028333333333333332
4645,2019-07-11,Storma,postgame,1,lucha,['Hadia'],5.0,social-playing,Social-Ludic,0.008333333333333333
4646,2019-07-11,Storma,postgame,1,sen,[],16.0,resting,Individual,0.02666666666666667
4647,2019-07-11,Storma,postgame,1,alim,[],11.0,feeding,Individual,0.018333333333333333
4648,2019-07-11,Storma,postgame,1,aprox,['Hadia'],2.0,social,Social,0.0033333333333333335
4649,2019-07-11,Storma,postgame,1,jun,['Hadia'],88.0,social,Social,0.14666666666666667
4650,2019-07-11,Storma,postgame,2,alim,[],105.0,feeding,Individual,0.17647058823529413
4651,2019-07-11,Storma,postgame,2,forr,[],9.0,feeding,Individual,0.015126050420168067
4652,2019-07-11,Storma,postgame,2,alim,[],25.0,feeding,Individual,0.04201680672268908
4653,2019-07-11,Storma,postgame,2,forr,[],38.0,feeding,Individual,0.06386554621848739
4654,2019-07-11,Storma,postgame,2,alim,[],28.0,feeding,Individual,0.047058823529411764
4655,2019-07-11,Storma,postgame,2,forr,[],36.0,feeding,Individual,0.06050420168067227
4656,2019-07-11,Storma,postgame,2,aprox,['Jawie'],2.0,social,Social,0.0033613445378151263
4657,2019-07-11,Storma,postgame,2,jun,['Jawie'],23.0,social,Social,0.03865546218487395
4658,2019-07-11,Storma,postgame,2,cam,[],8.0,moving,Individual,0.013445378151260505
4659,2019-07-11,Storma,postgame,2,aprox,['Jawie'],2.0,social,Social,0.0033613445378151263
4660,2019-07-11,Storma,postgame,2,jun,['Jawie'],14.0,social,Social,0.023529411764705882
4661,2019-07-11,Storma,postgame,2,solj,['Jawie'],14.0,social,Social,0.023529411764705882
4662,2019-07-11,Storma,postgame,2,forr,[],26.0,feeding,Individual,0.043697478991596636
4663,2019-07-11,Storma,postgame,2,aprox,['Locky'],2.0,social,Social,0.0033613445378151263
4664,2019-07-11,Storma,postgame,2,jun,['Locky'],28.0,social,Social,0.047058823529411764
4665,2019-07-11,Storma,postgame,2,sen,[],13.0,resting,Individual,0.021848739495798318
4666,2019-07-11,Storma,postgame,2,jun,['Jawie'],20.0,social,Social,0.03361344537815126
4667,2019-07-11,Storma,postgame,2,forr,[],26.0,feeding,Individual,0.043697478991596636
4668,2019-07-11,Storma,postgame,2,aprox,['Jawie'],5.0,social,Social,0.008403361344537815
4669,2019-07-11,Storma,postgame,2,jun,['Jawie'],7.0,social,Social,0.011764705882352941
4670,2019-07-11,Storma,postgame,2,forr,[],41.0,feeding,Individual,0.06890756302521009
4671,2019-07-11,Storma,postgame,2,sen,[],10.0,resting,Individual,0.01680672268907563
4672,2019-07-11,Storma,postgame,2,alim,[],8.0,feeding,Individual,0.013445378151260505
4673,2019-07-11,Storma,postgame,2,forr,[],13.0,feeding,Individual,0.021848739495798318
4674,2019-07-11,Storma,postgame,2,alim,[],34.0,feeding,Individual,0.05714285714285714
4675,2019-07-11,Storma,postgame,2,cam,[],16.0,moving,Individual,0.02689075630252101
4676,2019-07-11,Storma,postgame,2,forr,[],12.0,feeding,Individual,0.020168067226890758
4677,2019-07-11,Storma,postgame,2,jun,['Locky'],12.0,social,Social,0.020168067226890758
4678,2019-07-11,Storma,postgame,2,forr,[],11.0,feeding,Individual,0.018487394957983194
4679,2019-07-11,Storma,postgame,2,jexp,[],7.0,playing,Ludic,0.011764705882352941
4680,2019-07-12,Storma,postgame,1,alim,[],8.0,feeding,Individual,0.014842300556586271
4681,2019-07-12,Storma,postgame,1,cam,[],24.0,moving,Individual,0.04452690166975881
4682,2019-07-12,Storma,postgame,1,forr,[],9.0,feeding,Individual,0.016697588126159554
4683,2019-07-12,Storma,postgame,1,alim,[],9.0,feeding,Individual,0.016697588126159554
4684,2019-07-12,Storma,postgame,1,ins,[],40.0,exploring,Individual,0.07421150278293136
4685,2019-07-12,Storma,postgame,1,forr,[],8.0,feeding,Individual,0.014842300556586271
4686,2019-07-12,Storma,postgame,1,cam,[],1.0,moving,Individual,0.0018552875695732839
4687,2019-07-12,Storma,postgame,1,aprox,['Locky'],3.0,social,Social,0.0055658627087198514
4688,2019-07-12,Storma,postgame,1,alogroo,['Locky'],21.0,social,Social,0.03896103896103896
4689,2019-07-12,Storma,postgame,1,cam,[],6.0,moving,Individual,0.011131725417439703
4690,2019-07-12,Storma,postgame,1,sen,[],11.0,resting,Individual,0.02040816326530612
4691,2019-07-12,Storma,postgame,1,cam,[],8.0,moving,Individual,0.014842300556586271
4692,2019-07-12,Storma,postgame,1,sen,[],39.0,resting,Individual,0.07235621521335807
4693,2019-07-12,Storma,postgame,1,groo,[],62.0,grooming,Individual,0.1150278293135436
4694,2019-07-12,Storma,postgame,1,cam,[],15.0,moving,Individual,0.027829313543599257
4695,2019-07-12,Storma,postgame,1,sen,[],25.0,resting,Individual,0.04638218923933209
4696,2019-07-12,Storma,postgame,1,tum,[],56.0,resting,Individual,0.1038961038961039
4697,2019-07-12,Storma,postgame,1,ras,[],4.0,grooming,Individual,0.0074211502782931356
4698,2019-07-12,Storma,postgame,1,tum,[],40.0,resting,Individual,0.07421150278293136
4699,2019-07-12,Storma,postgame,1,sen,[],93.0,resting,Individual,0.1725417439703154
4700,2019-07-12,Storma,postgame,1,tre,[],5.0,moving,Individual,0.00927643784786642
4701,2019-07-12,Storma,postgame,1,aprox,['Jawie'],2.0,social,Social,0.0037105751391465678
4702,2019-07-12,Storma,postgame,1,jun,['Jawie'],30.0,social,Social,0.055658627087198514
4703,2019-07-12,Storma,postgame,1,tre,[],2.0,moving,Individual,0.0037105751391465678
4704,2019-07-12,Storma,postgame,1,sen,[],6.0,resting,Individual,0.011131725417439703
4705,2019-07-12,Storma,postgame,1,tum,[],12.0,resting,Individual,0.022263450834879406
4706,2019-07-12,Storma,postgame,2,tum,[],43.0,resting,Individual,0.07263513513513513
4707,2019-07-12,Storma,postgame,2,cam,[],2.0,moving,Individual,0.0033783783783783786
4708,2019-07-12,Storma,postgame,2,tre,[],2.0,moving,Individual,0.0033783783783783786
4709,2019-07-12,Storma,postgame,2,solj,['Hadia'],3.0,social,Social,0.005067567567567568
4710,2019-07-12,Storma,postgame,2,lucha,['Hadia'],20.0,social-playing,Social-Ludic,0.033783783783783786
4711,2019-07-12,Storma,postgame,2,sen,[],10.0,resting,Individual,0.016891891891891893
4712,2019-07-12,Storma,postgame,2,alim,[],45.0,feeding,Individual,0.07601351351351351
4713,2019-07-12,Storma,postgame,2,aprox,['Popo'],2.0,social,Social,0.0033783783783783786
4714,2019-07-12,Storma,postgame,2,jun,['Popo'],15.0,social,Social,0.02533783783783784
4715,2019-07-12,Storma,postgame,2,solj,['Popo'],7.0,social,Social,0.011824324324324325
4716,2019-07-12,Storma,postgame,2,jun,['Popo'],3.0,social,Social,0.005067567567567568
4717,2019-07-12,Storma,postgame,2,cam,[],10.0,moving,Individual,0.016891891891891893
4718,2019-07-12,Storma,postgame,2,ins,[],25.0,exploring,Individual,0.04222972972972973
4719,2019-07-12,Storma,postgame,2,cam,[],5.0,moving,Individual,0.008445945945945946
4720,2019-07-12,Storma,postgame,2,alim,[],44.0,feeding,Individual,0.07432432432432433
4721,2019-07-12,Storma,postgame,2,forr,[],12.0,feeding,Individual,0.02027027027027027
4722,2019-07-12,Storma,postgame,2,alim,[],79.0,feeding,Individual,0.13344594594594594
4723,2019-07-12,Storma,postgame,2,cam,[],16.0,moving,Individual,0.02702702702702703
4724,2019-07-12,Storma,postgame,2,alim,[],94.0,feeding,Individual,0.15878378378378377
4725,2019-07-12,Storma,postgame,2,cam,[],10.0,moving,Individual,0.016891891891891893
4726,2019-07-12,Storma,postgame,2,forr,[],5.0,feeding,Individual,0.008445945945945946
4727,2019-07-12,Storma,postgame,2,cam,[],15.0,moving,Individual,0.02533783783783784
4728,2019-07-12,Storma,postgame,2,alim,[],10.0,feeding,Individual,0.016891891891891893
4729,2019-07-12,Storma,postgame,2,aprox,['Hadia'],2.0,social,Social,0.0033783783783783786
4730,2019-07-12,Storma,postgame,2,jun,['Hadia'],28.0,social,Social,0.0472972972972973
4731,2019-07-12,Storma,postgame,2,alim,[],37.0,feeding,Individual,0.0625
4732,2019-07-12,Storma,postgame,2,sen,[],10.0,resting,Individual,0.016891891891891893
4733,2019-07-12,Storma,postgame,2,cam,[],6.0,moving,Individual,0.010135135135135136
4734,2019-07-12,Storma,postgame,2,forr,[],25.0,feeding,Individual,0.04222972972972973
4735,2019-07-12,Storma,postgame,2,alim,[],7.0,feeding,Individual,0.011824324324324325
4736,2019-07-16,Storma,postgame,1,alim,[],11.0,feeding,Individual,0.018487394957983194
4737,2019-07-16,Storma,postgame,1,aprox,['Hadia'],2.0,social,Social,0.0033613445378151263
4738,2019-07-16,Storma,postgame,1,jun,['Hadia'],22.0,social,Social,0.03697478991596639
4739,2019-07-16,Storma,postgame,1,alim,[],10.0,feeding,Individual,0.01680672268907563
4740,2019-07-16,Storma,postgame,1,aprox,['Hadia'],2.0,social,Social,0.0033613445378151263
4741,2019-07-16,Storma,postgame,1,jun,['Hadia'],14.0,social,Social,0.023529411764705882
4742,2019-07-16,Storma,postgame,1,alim,[],27.0,feeding,Individual,0.0453781512605042
4743,2019-07-16,Storma,postgame,1,cam,[],6.0,moving,Individual,0.010084033613445379
4744,2019-07-16,Storma,postgame,1,aprox,['Locky'],2.0,social,Social,0.0033613445378151263
4745,2019-07-16,Storma,postgame,1,jun,['Locky'],9.0,social,Social,0.015126050420168067
4746,2019-07-16,Storma,postgame,1,alim,[],30.0,feeding,Individual,0.05042016806722689
4747,2019-07-16,Storma,postgame,1,cam,[],8.0,moving,Individual,0.013445378151260505
